slug,title,fluff_phrases,intro_word_count,related_count,substitution_notes,dietary_tips,doneness_review_candidates,doneness_examples,bare_oven_celsius
massaman-curry,Massaman Beef Curry,,71,4,1,1,0,,0
matar-paneer,Matar Paneer,,97,4,3,0,0,,0
matcha-latte,Iced Matcha Latte,,77,4,0,0,0,,0
meatball-sub,Meatball Sub,,122,4,2,0,0,,0
meatloaf,Classic Meatloaf,,88,4,2,1,0,,0
mechouia-salad,Salade Méchouia,,81,4,2,0,0,,0
medovik,Medovik,,86,4,0,0,0,,0
medu-vada,Medu Vada,,83,4,2,0,0,,0
meghli,Meghli,,104,4,0,0,0,,0
mei-cai-kou-rou,Mei Cai Kou Rou,,117,4,3,1,0,,0
melanzane-alla-parmigiana,Melanzane alla Parmigiana,,84,4,1,0,0,,0
menemen,Menemen,,77,4,1,0,0,,0
menudo,Menudo,,81,4,3,0,0,,0
mermez,Mermez,,94,4,0,0,0,,0
mexican-rice,Mexican Red Rice,,83,4,2,0,0,,0
mhalbiya,Mhalbiya,,98,4,0,0,0,,0
michelada,Michelada,,79,4,2,1,0,,0
mici,Mici,,76,4,3,0,0,,0
migas,Migas Extremeñas,,120,4,1,0,0,,0
milanesa,Milanesa Napolitana,,75,4,2,1,0,,0
milk-tart,Milk Tart,,97,4,0,0,0,,0
mille-feuille,Mille-Feuille,,90,4,0,0,0,,0
millionaire-shortbread,Millionaire's Shortbread,,118,4,0,0,0,,0
mince-pies,Mince Pies,,120,4,0,1,0,,0
minestrone,Minestrone,,87,4,1,0,0,,0
minestrone-soup,Minestrone Soup,,78,4,1,0,0,,0
misal-pav,Misal Pav,,100,4,3,0,0,,0
misir-wat,Misir Wat,,97,4,2,0,0,,0
miso-ramen,Miso Ramen,,83,4,3,1,0,,0
miso-soup,Miso Soup,,75,4,1,0,0,,0
mission-burrito,Mission-Style Burrito,,83,4,3,0,0,,0
mlawi,Mlawi,,106,4,0,0,0,,0
mochi,Strawberry Daifuku Mochi,,88,4,0,0,0,,0
moin-moin,Moin Moin,,75,4,0,0,0,,0
mojito,Classic Mojito,,75,4,1,0,0,,0
mole-poblano,Mole Poblano,,88,4,3,0,0,,0
molokhia,Molokhia,,86,4,1,0,0,,0
mombar,Mombar,,107,4,0,0,0,,0
monkey-bread,Monkey Bread,,77,4,1,0,0,,0
mont-blanc,Mont-Blanc,,96,4,2,0,0,,0
moo-ping,Moo Ping,,87,4,2,2,0,,0
moqueca,Moqueca Baiana,,88,4,3,0,0,,0
moroccan-carrot-salad,Moroccan Carrot Salad,,114,4,1,0,0,,0
moroccan-chicken-tagine,Moroccan Chicken Tagine,,76,4,3,0,0,,0
moroccan-mint-tea,Moroccan Mint Tea,,74,4,0,0,0,,0
mouhalabieh,Mouhalabieh,,105,4,0,0,0,,0
moules-frites,Moules Frites,,105,4,3,0,0,,0
moules-mariniere,Moules Marinière,,88,4,3,0,0,,0
moules-marinieres,Moules Marinières,,90,4,3,0,0,,0
moussaka,Moussaka,,78,4,2,1,0,,0
moutabal,Moutabal,,78,4,1,0,0,,0
mozzarella-sticks,Mozzarella Sticks,,82,4,1,1,0,,0
msemen,Msemen,,80,4,0,0,0,,0
muhammara,Muhammara,,116,4,1,0,0,,0
mujadara,Mujadara,,94,4,0,0,0,,0
mulled-cider,Mulled Cider,,98,4,1,0,0,,0
mulled-wine,Mulled Wine,,84,4,1,0,0,,0
mulligatawny,Mulligatawny Soup,,111,4,3,0,0,,0
musakhan,Musakhan,,84,4,0,0,0,,0
mushroom-stroganoff,Mushroom Stroganoff,,110,4,2,2,0,,0
mushy-peas,Mushy Peas,,107,4,0,0,0,,0
mutton-curry,Mutton Curry,,91,4,2,0,0,,0
mysore-pak,Mysore Pak,,97,4,0,0,0,,0
naan,Garlic Naan,,80,4,1,0,0,,0
nachos,Loaded Nachos,,81,4,2,0,0,,0
naengmyeon,Mul Naengmyeon,,95,4,3,1,0,,0
nai-wong-bao,Nai Wong Bao,,121,4,0,0,0,,0
nasi-goreng,Nasi Goreng,,81,4,3,1,0,,0
nasi-lemak,Nasi Lemak,,80,4,3,0,0,,0
nasu-dengaku,Nasu Dengaku,,109,4,1,0,0,,0
navarin-printanier,Navarin d'Agneau,,97,4,2,1,0,,0
negroni,Negroni,,81,4,0,0,0,,0
new-england-clam-chowder,New England Clam Chowder,,86,4,2,1,0,,0
new-york-cheesecake,New York Cheesecake,,86,4,1,0,0,,0
nihari,Nihari,,86,4,3,0,0,,0
nikujaga,Nikujaga,,89,4,0,1,0,,0
nimbu-pani,Nimbu Pani,,98,4,1,0,0,,0
norwegian-fish-soup,Norwegian Fish Soup,,80,4,2,0,0,,0
nyama-choma,Nyama Choma,,81,4,2,0,0,,0
oatmeal-raisin-cookies,Oatmeal Raisin Cookies,,136,4,0,0,0,,0
obatzda,Obatzda,,74,4,1,0,0,,0
oeufs-en-meurette,Œufs en Meurette,,104,4,1,1,0,,0
oeufs-mayonnaise,Œufs Mayonnaise,,107,4,1,0,0,,0
oi-muchim,Oi Muchim,,82,4,2,1,0,,0
ojingeo-bokkeum,Ojingeo Bokkeum,,80,4,3,1,0,,0
ojja,Ojja,,112,4,1,0,0,,0
okonomiyaki,Osaka Okonomiyaki,,85,4,2,1,0,,0
old-fashioned,Old Fashioned,,116,4,0,0,0,,0
olivier-salad,Olivier Salad,,79,4,0,0,0,,0
om-ali,Om Ali,,103,4,1,0,0,,0
omelette-aux-fines-herbes,Omelette aux Fines Herbes,,103,4,0,0,0,,0
omurice,Omurice,,82,4,0,1,0,,0
onigiri,Onigiri,,86,4,0,1,0,,0
onion-rings,Beer-Battered Onion Rings,,88,4,0,1,0,,0
opera,Opéra,,98,4,1,0,0,,0
orange-chicken,Orange Chicken,,91,4,3,2,0,,0
orecchiette-cime-di-rapa,Orecchiette con Cime di Rapa,,76,4,1,0,0,,0
osbane,Osbane,,102,4,0,0,0,,0
osso-buco,Osso Buco alla Milanese,,94,4,3,1,0,,0
overnight-oats,Overnight Oats,,80,4,0,0,0,,0
oxtail-soup,Oxtail Soup,,116,4,0,1,0,,0
oyakodon,Oyakodon,,99,4,1,1,0,,0
pabellon-criollo,Pabellón Criollo,,102,4,1,1,0,,0
pad-kra-pao,Pad Kra Pao (Thai Basil Chicken),,80,4,3,2,0,,0
pad-prik-king,Pad Prik King,,85,4,3,1,0,,0
pad-see-ew,Pad See Ew,,79,4,1,2,0,,0
pad-thai,Pad Thai,,82,4,3,1,0,,0
pad-woon-sen,Pad Woon Sen,,81,4,2,2,0,,0
paella-valenciana,Paella Valenciana,,96,4,2,0,0,,0
pain-au-chocolat,Pain au Chocolat,,101,4,0,0,0,,0
pain-aux-noix,Pain aux Noix,,94,4,0,0,0,,0
pain-de-campagne,Pain de Campagne,,112,4,0,0,0,,0
palak-paneer,Palak Paneer,,77,4,3,0,0,,0
paletas,Paletas,,86,4,1,0,0,,0
palmiers,Palmiers,,96,4,0,0,0,,0
pan-bagnat,Pan Bagnat,,93,4,1,0,0,,0
pan-con-pollo,Pan con Pollo,,111,4,3,1,0,,0
pan-con-tomate,Pan con Tomate,,79,4,1,0,0,,0
pan-de-jamon,Pan de Jamón,,105,4,0,1,0,,0
pan-haggerty,Pan Haggerty,,105,4,0,0,0,,0
panang-curry,Panang Curry,,86,4,3,1,0,,0
pancit-canton,Pancit Canton,,70,4,3,2,0,,0
pandoro,Pandoro,,118,4,0,0,0,,0
paneer-bhurji,Paneer Bhurji,,80,4,2,0,0,,0
paneer-butter-masala,Paneer Butter Masala,,103,4,3,0,0,,0
paneer-tikka,Paneer Tikka,,80,4,2,0,0,,0
paneer-tikka-masala,Paneer Tikka Masala,,82,4,3,0,0,,0
panelle,Panelle,,100,4,0,0,0,,0
panettone,Panettone,,90,4,0,0,0,,0
panforte,Panforte di Siena,,110,4,0,1,0,,0
pani-puri,Pani Puri,,88,4,2,1,0,,0
panna-cotta,Vanilla Panna Cotta,,99,4,1,0,0,,0
panzanella,Tuscan Panzanella,,79,4,1,0,0,,0
pao-de-queijo,Pão de Queijo,,82,4,0,0,0,,0
papa-a-la-huancaina,Papa a la Huancaína,,80,4,1,0,0,,0
paris-brest,Paris-Brest,,100,4,0,0,0,,0
parkin,Yorkshire Parkin,,111,4,1,0,0,,0
parmigiana-bianca,Parmigiana Bianca,,117,4,0,0,0,,0
pasta-alla-gricia,Pasta alla Gricia,,78,4,0,0,0,,0
pasta-alla-norma,Pasta alla Norma,,74,4,1,0,0,,0
pasta-con-le-sarde,Pasta con le Sarde,,92,4,0,0,0,,0
pasta-e-ceci,Pasta e Ceci,,102,4,1,0,0,,0
pasta-e-fagioli,Pasta e Fagioli,,79,4,1,0,0,,0
pasta-puttanesca,Pasta Puttanesca,,79,4,1,0,0,,0
pastel-de-choclo,Pastel de Choclo,,88,4,1,1,0,,0
pastel-de-nata,Pastéis de Nata,,87,4,0,0,0,,0
pastiera,Pastiera Napoletana,,113,4,0,0,0,,0
pastitsio,Pastitsio,,86,4,2,1,0,,0
patatas-bravas,Patatas Bravas,,84,4,2,1,0,,0
patty-melt,Patty Melt,,87,4,0,0,0,,0
pav-bhaji,Pav Bhaji,,84,4,2,0,0,,0
pavlova,Pavlova,,76,4,2,0,0,,0
peach-cobbler,Peach Cobbler,,125,4,0,0,0,,0
peanut-butter-cookies,Peanut Butter Cookies,,87,4,0,0,0,,0
pease-pudding,Pease Pudding,,121,4,0,0,0,,0
pecan-pie,Pecan Pie,,83,4,0,0,0,,0
peking-duck,Peking Duck,,87,4,2,1,0,,0
pelmeni,Pelmeni,,78,4,0,1,0,,0
penne-all-arrabbiata,Penne all'Arrabbiata,,89,4,1,0,0,,0
penne-alla-vodka,Penne alla Vodka,,128,4,2,0,0,,0
peperonata,Peperonata,,122,4,1,0,0,,0
pepper-soup,Nigerian Pepper Soup,,79,4,3,0,0,,0
pesto-genovese,Pesto alla Genovese,,77,4,1,0,0,,0
pesto-pasta,Pesto Pasta,,90,4,1,0,0,,0
philly-cheesesteak,Philly Cheesesteak,,76,4,0,0,0,,0
philly-soft-pretzel,Philadelphia Soft Pretzels,,82,4,0,0,0,,0
piccalilli,Piccalilli,,112,4,0,1,0,,0
pici-cacio-e-pepe,Pici all'Aglione,,107,4,1,0,0,,0
pickled-onions,Pickled Onions,,114,4,0,0,0,,0
pico-de-gallo,Pico de Gallo,,76,4,1,0,0,,0
pidan-tofu,Century Egg with Cold Tofu,,104,4,3,1,0,,0
pierogi,Potato and Cheese Pierogi,,78,4,0,1,0,,0
pierogi-ruskie,Pierogi Ruskie,,80,4,0,1,0,,0
pigs-in-blankets,Pigs in Blankets,,114,4,0,0,0,,0
pina-colada,Piña Colada,,85,4,1,0,0,,0
pineapple-bun,Pineapple Bun,,85,4,0,0,0,,0
pineapple-cake,Pineapple Cake,,72,4,0,0,0,,0
piperade,Pipérade,,103,4,1,0,0,,0
piri-piri-chicken,Piri Piri Chicken,,80,4,3,0,0,,0
pisco-sour,Pisco Sour,,77,4,1,0,0,,0
pissaladiere,Pissaladière,,89,4,1,0,0,,0
pithiviers,Pithiviers,,95,4,0,0,0,,0
pizzelle,Pizzelle,,109,4,0,0,0,,0
pizzoccheri,Pizzoccheri della Valtellina,,91,4,1,0,0,,0
pkhali,Pkhali,,80,4,1,0,0,,0
placki-ziemniaczane,Placki Ziemniaczane,,85,4,0,1,0,,0
ploughmans-lunch,Ploughman's Lunch,,76,4,0,0,0,,0
po-boy,Shrimp Po Boy,,78,4,2,1,0,,0
poffertjes,Poffertjes,,74,4,0,0,0,,0
poha,Poha,,78,4,1,0,0,,0
poireaux-vinaigrette,Poireaux Vinaigrette,,99,4,0,0,0,,0
poke-bowl,Ahi Poke Bowl,,79,4,2,1,0,,0
pol-sambol,Pol Sambol,,88,4,1,0,0,,0
pollo-al-ajillo,Pollo al Ajillo,,82,4,2,0,0,,0
polpette-al-sugo,Polpette al Sugo,,124,4,1,0,0,,0
popcorn-chicken-taiwanese,Taiwanese Popcorn Chicken,,76,4,2,1,0,,0
porchetta,Porchetta,,126,4,1,0,0,,0
pork-dumplings,Steamed Pork Dumplings,,83,4,3,2,0,,0
pork-schnitzel,Pork Schnitzel,,84,4,0,1,0,,0
porotos-granados,Porotos Granados,,94,4,2,0,0,,0
pot-au-feu,Pot-au-Feu,,97,4,0,0,0,,0
pot-roast,Pot Roast,,92,4,1,0,0,,0
potage-parmentier,Potage Parmentier,,97,4,1,0,0,,0
potato-gnocchi,Potato Gnocchi with Sage Butter,,81,4,0,1,0,,0
potato-salad,Potato Salad,,77,4,1,0,0,,0
pots-de-creme,Pots de Crème,,76,4,1,0,0,,0
potted-cheese,Potted Cheese,,105,4,0,0,0,,0
potted-shrimps,Potted Shrimps,,118,4,0,0,0,,0
poule-au-pot,Poule au Pot,,102,4,1,0,0,,0
poulet-basquaise,Poulet Basquaise,,96,4,2,0,0,,0
pound-cake,Pound Cake,,123,4,0,0,0,,0
pozole-rojo,Pozole Rojo,,80,4,3,0,0,,0
prawn-masala,Prawn Masala,,81,4,3,0,0,,0
prawn-tacos,Chilli Prawn Tacos,,104,4,1,0,0,,0
pretzel-brezel,Bavarian Brezel,,87,4,0,0,0,,0
prime-rib,Prime Rib Roast,,136,4,1,0,0,,0
prinsesstarta,Prinsesstårta,,81,4,1,0,0,,0
profiteroles,Profiteroles,,87,4,1,0,0,,0
provoleta,Provoleta,,77,4,1,0,0,,0
puff-puff,Puff Puff,,95,4,0,0,0,,0
pulled-pork,Carolina Pulled Pork,,88,4,0,0,0,,0
pulled-pork-sandwich,Pulled Pork Sandwiches,,84,4,0,0,0,,0
pulpo-a-la-gallega,Pulpo a la Gallega,,89,4,0,0,0,,0
pumpkin-bread,Pumpkin Bread,,125,4,0,0,0,,0
pumpkin-pie,Classic Pumpkin Pie,,75,4,1,1,0,,0
pupusas,Pupusas,,80,4,2,0,0,,0
puttanesca,Spaghetti alla Puttanesca,,90,4,1,0,0,,0
qatayef,Qatayef Mahshi,,108,4,0,0,0,,0
queen-of-puddings,Queen of Puddings,,104,4,0,0,0,,0
quenelles-de-brochet,Quenelles de Brochet,,101,4,1,1,0,,0
quesadillas,Cheese Quesadillas,,78,4,2,0,0,,0
queso-fundido,Queso Fundido,,80,4,3,0,0,,0
quiche-lorraine,Quiche Lorraine,,94,4,1,1,0,,0
quick-chickpea-curry,Quick Chickpea Curry,,129,4,3,0,0,,0
quick-pickles,Quick Refrigerator Pickles,,118,4,1,0,0,,0
quinoa-salad,Lemon Herb Quinoa Salad,,79,4,1,0,0,,0
rabbit-pie,Rabbit Pie,,113,4,2,1,0,,0
raclette,Raclette,,81,4,1,0,0,,0
raggmunk,Raggmunk,,76,4,0,1,0,,0
ragu-napoletano,Ragù Napoletano,,92,4,0,0,0,,0
rajma,Rajma Masala,,97,4,3,0,0,,0
rakakat-jibneh,Cheese Rakakat,,107,4,0,1,0,,0
ranch-dressing,Buttermilk Ranch Dressing,,122,4,3,0,0,,0
ras-malai,Ras Malai,,85,4,0,0,0,,0
rasam,Rasam,,85,4,2,0,0,,0
rasgulla,Rasgulla,,91,4,0,0,0,,0
ratatouille,Provençal Ratatouille,,83,4,1,0,0,,0
red-bean-soup,Red Bean Soup,,109,4,1,0,0,,0
red-velvet-cake,Red Velvet Cake,,76,4,1,0,0,,0
refried-beans,Refried Beans,,85,4,1,0,0,,0
religieuse,Religieuse,,96,4,0,0,0,,0
renga,Renga,,102,4,1,0,0,,0
reuben-sandwich,Reuben Sandwich,,82,4,0,1,0,,0
rhubarb-fool,Rhubarb Fool,,109,4,2,0,0,,0
ribollita,Ribollita,,78,4,1,0,0,,0
rice-and-peas,Rice and Peas,,79,4,3,0,0,,0
rice-krispie-treats,Marshmallow Crispy Treats,,110,4,0,0,0,,0
rice-pudding,Baked Rice Pudding,,111,4,1,0,0,,0
rillettes,Rillettes de Porc,,116,4,2,0,0,,0
risi-e-bisi,Risi e Bisi,,94,4,0,0,0,,0
risotto-ai-funghi,Risotto ai Funghi Porcini,,102,4,1,0,0,,0
risotto-al-nero,Risotto al Nero di Seppia,,96,4,2,0,0,,0
risotto-alla-milanese,Risotto alla Milanese,,84,4,1,0,0,,0
riz-a-djaj,Riz a Djaj,,119,4,0,0,0,,0
riz-au-lait,Riz au Lait,,99,4,1,0,0,,0
roast-beef-yorkshire,Roast Beef and Yorkshire Puddings,,91,4,0,2,0,,0
roast-goose,Roast Goose,,129,4,2,0,0,,0
roast-lamb-mint-sauce,Roast Lamb with Mint Sauce,,120,4,3,0,0,,0
roast-pork-crackling,Roast Pork with Crackling,,125,4,1,0,0,,0
roast-potatoes,Crispy Roast Potatoes,,117,4,1,0,0,,0
roast-turkey,Herb-Butter Roast Turkey,,77,4,2,0,0,,0
rogan-josh,Kashmiri Rogan Josh,,78,4,1,0,0,,0
rognons-a-la-moutarde,Rognons à la Moutarde,,98,4,1,0,0,,0
ropa-vieja,Ropa Vieja,,81,4,3,0,0,,0
rosti,Rösti,,76,4,0,0,0,,0
roti-canai,Roti Canai,,73,4,0,1,0,,0
rou-jia-mo,Rou Jia Mo,,111,4,3,2,0,,0
rouladen,Rouladen,,78,4,0,0,0,,0
rouz-jerbi,Rouz Jerbi,,98,4,0,0,0,,0
roz-bel-laban,Roz bel Laban,,108,4,0,0,0,,0
roz-mermah,Roz Mermah,,107,4,1,0,0,,0
rumbledethumps,Rumbledethumps,,96,4,1,0,0,,0
sabich,Sabich,,77,4,0,0,0,,0
sachertorte,Sachertorte,,84,4,0,0,0,,0
saganaki,Saganaki,,76,4,0,1,0,,0
saint-honore,Saint-Honoré,,105,4,0,0,0,,0
sakshuka-turkish,Şakşuka,,83,4,1,0,0,,0
salade-de-chevre-chaud,Salade de Chèvre Chaud,,68,4,0,0,0,,0
salade-de-lentilles,Salade de Lentilles,,100,4,0,0,0,,0
salade-frisee,Frisée aux Lardons,,100,4,1,0,0,,0
salade-lyonnaise,Salade Lyonnaise,,80,4,1,0,0,,0
salade-nicoise,Salade Niçoise,,85,4,1,0,0,,0
salade-omek-houria,Omek Houria,,103,4,1,0,0,,0
salata-baladi,Salata Baladi,,107,4,1,0,0,,0
salata-blankit,Salata Blankit,,100,4,0,0,0,,0
salatet-raheb,Salatet Raheb,,110,4,1,0,0,,0
salep,Salep,,91,4,0,0,0,,0
salisbury-steak,Salisbury Steak,,110,4,0,2,0,,0
salmon-quinoa-bowl,Baked Salmon and Quinoa Bowl,,99,4,1,0,0,,0
salmon-soup-lohikeitto,Lohikeitto,,77,4,1,0,0,,0
salmorejo,Salmorejo,,80,4,1,0,0,,0
salsa-verde-mexican,Salsa Verde,,81,4,3,0,0,,0
salt-and-pepper-squid,Salt and Pepper Squid,,89,4,3,1,0,,0
salt-baked-chicken,Salt Baked Chicken,,124,4,2,0,0,,0
saltimbocca-alla-romana,Saltimbocca alla Romana,,70,4,1,1,0,,0
sambal-goreng,Sambal Goreng Tempeh,,73,4,3,0,0,,0
sambousek,Sambousek,,119,4,0,1,0,,0
samgyetang,Samgyetang,,88,4,2,0,0,,0
samke-harra,Samke Harra,,111,4,2,0,0,,0
samosa-chaat,Samosa Chaat,,76,4,2,0,0,,0
samosas,Punjabi Samosas,,97,4,2,1,0,,0
samsa-tunisienne,Samsa,,101,4,0,0,0,,0
sangria,Red Wine Sangria,,85,4,0,0,0,,0
sarde-a-beccafico,Sarde a Beccafico,,132,4,0,0,0,,0
sarde-in-saor,Sarde in Saor,,105,4,1,1,0,,0
sardines-on-toast,Sardines on Toast,,112,4,1,0,0,,0
sarmale,Sarmale,,73,4,0,0,0,,0
saucisson-brioche,Saucisson en Brioche,,99,4,0,0,0,,0
sausage-rolls,Sausage Rolls,,121,4,0,0,0,,0
savoury-cottage-cheese-bowl,Savoury Cottage Cheese Bowl,,83,4,1,0,0,,0
sayadeya-masreya,Sayadeya Masreya,,104,4,0,1,0,,0
sayadieh,Sayadieh,,117,4,0,0,0,,0
sbrisolona,Torta Sbrisolona,,115,4,0,0,0,,0
scallion-oil-noodles,Scallion Oil Noodles,,130,4,1,1,0,,0
scallion-pancakes,Scallion Pancakes,,83,4,2,2,0,,0
scaloppine-al-limone,Scaloppine al Limone,,117,4,2,1,0,,0
schezwan-fried-rice,Schezwan Fried Rice,,88,4,3,1,0,,0
schnitzel,German Pork Schnitzel,,82,4,0,1,0,,0
scotch-broth,Scotch Broth,,120,4,0,0,0,,0
scotch-eggs,Scotch Eggs,,80,4,1,1,0,,0
scotch-woodcock,Scotch Woodcock,,116,4,1,0,0,,0
seared-tuna-nicoise,Seared Tuna Niçoise,,96,4,1,0,0,,0
seekh-kebab,Seekh Kebab,,77,4,3,0,0,,0
sernik,Sernik,,86,4,0,0,0,,0
sesame-balls,Sesame Balls,,111,4,0,0,0,,0
sesame-chicken,Sesame Chicken,,92,4,3,2,0,,0
sfiha,Sfiha,,80,4,0,0,0,,0
sfiha-baalbakieh,Sfiha Baalbakieh,,113,4,0,1,0,,0
sfogliatella,Sfogliatella Riccia,,118,4,0,0,0,,0
sfouf,Sfouf,,112,4,0,0,0,,0
shahi-paneer,Shahi Paneer,,81,4,3,0,0,,0
shakshuka,Shakshuka,,83,4,1,0,0,,0
shakshuka-tunisian,Merguez Shakshuka,,85,4,1,0,0,,0
shakshuka-verde,Green Shakshuka,,127,4,2,0,0,,0
shanklish-salad,Shanklish Salad,,113,4,1,0,0,,0
shao-bing,Shao Bing,,95,4,0,0,0,,0
sheikh-el-mahshi,Sheikh el Mahshi,,108,4,0,0,0,,0
sheng-jian-bao,Sheng Jian Bao,,113,4,3,2,0,,0
shepherds-pie,Shepherd's Pie,,87,4,1,2,0,,0
shiro-wat,Shiro Wat,,81,4,2,0,0,,0
shish-barak,Shish Barak,,113,4,2,1,0,,0
shish-taouk,Shish Taouk,,74,4,2,0,0,,0
shogayaki,Pork Shogayaki,,83,4,2,2,0,,0
shorbat-adas,Shorbat Adas,,84,4,0,0,0,,0
shorbet-ads,Shorbet Ads,,103,4,1,0,0,,0
shortbread,Scottish Shortbread,,75,4,0,0,0,,0
shrikhand,Shrikhand,,83,4,0,0,0,,0
shrimp-and-grits,Shrimp and Grits,,81,4,2,0,0,,0
shrimp-scampi,Shrimp Scampi,,110,4,2,0,0,,0
shui-zhu-fish,Shui Zhu Fish,,91,4,3,1,0,,0
simnel-cake,Simnel Cake,,113,4,0,1,0,,0
singapore-noodles,Singapore Noodles,,78,4,3,1,0,,0
sinigang,Sinigang na Baboy,,81,4,1,1,0,,0
sisig,Sisig,,87,4,3,1,0,,0
siu-mai,Siu Mai,,112,4,1,1,0,,0
siu-yuk,Siu Yuk,,119,4,0,0,0,,0
slata-tounsia,Slata Tounsia,,104,4,1,0,0,,0
sloppy-joe-mix,Sloppy Joe Skillet,,87,4,1,1,0,,0
sloppy-joes,Sloppy Joes,,78,4,1,1,0,,0
smashed-chickpea-sandwich,Smashed Chickpea Sandwich,,109,4,0,0,0,,0
smashed-cucumber,Smashed Cucumber Salad,,102,4,2,1,0,,0
smoked-mackerel-pate,Smoked Mackerel Pâté,,82,4,1,0,0,,0
smoked-salmon-scrambled-eggs,Smoked Salmon Scrambled Eggs,,94,4,1,0,0,,0
smoothie-bowl,Berry Smoothie Bowl,,80,4,0,0,0,,0
smores,S'mores,,93,4,0,0,0,,0
smorrebrod,Smørrebrød,,85,4,0,0,0,,0
snickerdoodles,Snickerdoodles,,82,4,0,0,0,,0
sobia,Sobia,,105,4,1,0,0,,0
sobolo,Sobolo,,74,4,2,0,0,,0
soda-bread,Irish Soda Bread,,80,4,1,0,0,,0
soft-pretzels,Bavarian Soft Pretzels,,72,4,0,0,0,,0
sole-meuniere,Sole Meunière,,90,4,0,1,0,,0
sole-normande,Sole Normande,,101,4,1,1,0,,0
som-tam,Som Tam (Green Papaya Salad),,80,4,3,1,0,,0
sopa-de-fideo,Sopa de Fideo,,89,4,2,0,0,,0
sopa-de-tortilla,Sopa de Tortilla,,81,4,3,0,0,,0
sopes,Sopes,,87,4,0,0,0,,0
sorrel-drink,Sorrel Drink,,78,4,1,0,0,,0
soto-ayam,Soto Ayam,,78,4,3,0,0,,0
soupe-au-pistou,Soupe au Pistou,,81,4,1,0,0,,0
soupe-de-poisson,Soupe de Poisson,,108,4,2,0,0,,0
sourdough-bread,Artisan Sourdough Bread,,84,4,0,0,0,,0
soused-herring,Soused Herring,,109,4,0,0,0,,0
southern-fried-chicken,Southern Fried Chicken,,79,4,2,1,0,,0
soy-sauce-chicken,Soy Sauce Chicken,,120,4,2,1,0,,0
spaetzle,Käsespätzle,,76,4,0,1,0,,0
spaghetti-aglio-e-olio,Spaghetti Aglio e Olio,,93,4,1,0,0,,0
spaghetti-alle-vongole,Spaghetti alle Vongole,,85,4,2,0,0,,0
spaghetti-bolognese,Spaghetti Bolognese,,128,4,1,0,0,,0
spaghetti-carbonara,Spaghetti Carbonara,,83,4,0,0,0,,0
spam-musubi,Spam Musubi,,114,4,0,1,0,,0
spanakopita,Spanakopita,,74,4,1,0,0,,0
spiced-lamb-lettuce-cups,Spiced Lamb Lettuce Cups,,86,4,1,0,0,,0
spicy-wontons,Red Oil Wontons,,101,4,3,1,0,,0
spinach-artichoke-dip,Spinach and Artichoke Dip,,119,4,1,0,0,,0
split-pea-soup,Split Pea and Ham Soup,,129,4,2,0,0,,0
spotted-dick,Spotted Dick,,113,4,1,0,0,,0
spring-rolls,Crispy Spring Rolls,,73,4,3,2,0,,0
squash-soup,Roasted Butternut Squash Soup,,115,4,3,0,0,,0
sri-lankan-fish-curry,Sri Lankan Fish Curry,,75,4,3,0,0,,0
stamppot,Stamppot,,81,4,0,0,0,,0
stargazy-pie,Stargazy Pie,,130,4,1,1,0,,0
steak-and-ale-pie,Steak and Ale Pie,,87,4,1,2,0,,0
steak-and-kidney-pudding,Steak and Kidney Pudding,,121,4,1,2,0,,0
steak-frites,Steak Frites,,103,4,1,0,0,,0
steak-tartare,Steak Tartare,,96,4,0,1,0,,0
steamed-ribs-black-bean,Steamed Ribs with Black Bean,,106,4,3,1,0,,0
steamed-whole-fish,Steamed Whole Fish,,120,4,3,1,0,,0
sticky-toffee-pudding,Sticky Toffee Pudding,,76,4,2,0,0,,0
stir-fried-water-spinach,Stir-Fried Water Spinach,,111,4,2,0,0,,0
stoemp,Stoemp,,109,4,1,0,0,,0
stollen,Christstollen,,97,4,0,1,0,,0
stoofvlees,Stoofvlees,,90,4,0,1,0,,0
stovies,Stovies,,116,4,0,0,0,,0
strawberry-shortcake,Strawberry Shortcake,,117,4,1,0,0,,0
stroganoff-sauce,Stroganoff Sauce,,93,4,2,0,0,,0
stroopwafel,Stroopwafels,,77,4,0,0,0,,0
strozzapreti,Strozzapreti alla Boscaiola,,102,4,3,0,0,,0
struffoli,Struffoli,,103,4,0,0,0,,0
stuffed-marrow,Stuffed Marrow,,107,4,2,1,0,,0
stuffed-peppers,Greek Stuffed Peppers,,121,4,2,0,0,,0
stuffing,Sage and Onion Stuffing,,126,4,1,0,0,,0
sufganiyot,Sufganiyot,,111,4,0,0,0,,0
sugar-cookies,Cut-Out Sugar Cookies,,134,4,0,0,0,,0
sujeonggwa,Sujeonggwa,,88,4,1,0,0,,0
sukiyaki,Sukiyaki,,100,4,0,1,0,,0
summer-pudding,Summer Pudding,,113,4,0,0,0,,0
sundubu-jjigae,Sundubu Jjigae,,95,4,2,2,0,,0
suppli,Supplì,,99,4,2,1,0,,0
suya,Beef Suya,,91,4,1,0,0,,0
svickova,Svíčková,,85,4,1,0,0,,0
swedish-meatballs,Swedish Meatballs,,81,4,1,2,0,,0
sweet-and-sour-pork,Sweet and Sour Pork,,83,4,1,2,0,,0
sweet-potato-black-bean-tacos,Sweet Potato and Black Bean Tacos,,117,4,2,0,0,,0
sweet-potato-casserole,Sweet Potato Casserole,,121,4,0,1,0,,0
